Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
LOC105370196,NC_000013.11,47695697,47696757,-,3691,3,4,2,0,0,0,4,2,2,3,2,2,2
LOC105370198,NC_000013.11,48108045,48108550,-,6502,37,30,27,34,27,29,20,38,16,60,45,21,14
LOC105370202,NC_000013.11,48581191,48581266,+,582,2,0,0,2,0,0,3,0,2,0,0,0,0
LOC105370203,NC_000013.11,49235513,49235961,-,655,6,2,8,4,1,1,0,6,15,13,4,0,6
LOC105370204,NC_000013.11,49616232,49616682,-,1501,0,0,0,0,0,2,0,0,0,2,0,0,1
LOC105370205,NC_000013.11,49635468,49637118,-,4194,6,8,7,11,8,4,6,16,11,9,5,9,12
LOC105370207,NC_000013.11,52344571,52344660,-,2028,0,3,2,12,2,0,0,2,0,4,0,4,0
LOC105370210,NC_000013.11,53536989,53538310,+,1619,4,0,0,6,0,0,0,0,0,0,0,0,0
LOC105370213,NC_000013.11,54792969,54800259,+,7625,6,0,2,10,9,19,2,60,0,0,0,0,12
LOC105370214,NC_000013.11,56258316,56258581,-,1099,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370216,NC_000013.11,57213047,57213227,-,281,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC105370217,NC_000013.11,57457461,57457790,-,906,0,0,0,0,0,0,2,0,0,0,0,0,0
LOC105370218,NC_000013.11,58627754,58627860,+,553,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370219,NC_000013.11,58653127,58653250,-,401,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370220,NC_000013.11,58715266,58715304,+,847,0,0,2,0,0,0,0,0,0,0,0,0,0
LOC105370221,NC_000013.11,59083949,59084512,-,5826,10,16,3,12,0,0,2,13,2,19,44,14,8
LOC105370222,NC_000013.11,59280555,59280689,+,286,0,0,0,0,0,0,0,0,0,0,10,1,0
LOC105370223,NC_000013.11,59265905,59265970,-,1682,4,15,0,10,0,2,0,7,0,3,18,2,0
LOC105370224,NC_000013.11,59109642,59112687,-,6355,16,28,24,38,3,0,0,33,4,33,81,24,22
LOC105370227,NC_000013.11,60164057,60164199,+,302,0,3,0,2,0,0,2,1,2,2,0,0,2
LOC105370228,NC_000013.11,60328425,60328568,+,861,0,2,0,0,0,0,0,0,0,2,0,0,0
LOC105370230,NC_000013.11,60616733,60616936,-,363,1,0,0,4,0,0,0,2,0,0,0,0,0
LOC105370231,NC_000013.11,61563603,61563665,+,450,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370232,NC_000013.11,62539358,62539796,-,765,0,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370234,NC_000013.11,62835993,62839253,-,7794,0,0,0,7,0,0,2,0,0,0,0,0,0
LOC105370235,NC_000013.11,63728291,63728366,+,390,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370236,NC_000013.11,63593893,63593982,+,3173,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370237,NC_000013.11,63585439,63585679,-,629,0,0,0,0,0,0,0,0,0,0,0,0,4
LOC105370238,NC_000013.11,64436661,64436735,-,373,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370239,NC_000013.11,64691034,64691113,+,496,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370240,NC_000013.11,64738015,64738130,+,539,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370241,NC_000013.11,65835888,65836332,-,566,0,0,0,3,0,0,0,0,0,0,2,0,0
LOC105370243,NC_000013.11,65902817,65902889,+,451,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370244,NC_000013.11,65936287,65936381,+,256,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370245,NC_000013.11,66010781,66010912,+,300,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370246,NC_000013.11,67256594,67256876,-,539,2,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370247,NC_000013.11,66560385,66560455,+,604,1,0,2,4,0,2,4,2,4,5,2,0,0
LOC105370248,NC_000013.11,67577603,67579459,-,2289,2,2,0,6,0,0,0,0,0,0,0,0,0
LOC105370249,NC_000013.11,67596363,67596398,+,1992,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370250,NC_000013.11,67649902,67650436,+,1376,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370251,NC_000013.11,67783770,67784023,-,1247,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370254,NC_000013.11,68871070,68871108,-,651,0,0,1,0,0,0,1,0,0,0,0,0,0
LOC105370255,NC_000013.11,70765778,70765826,+,557,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370256,NC_000013.11,73592401,73592453,+,6808,42,46,31,60,158,100,87,28,73,41,41,42,22
LOC105370259,NC_000013.11,74288070,74288219,+,3152,1,0,0,0,4,0,0,9,2,5,0,2,0
LOC105370260,NC_000013.11,74649323,74649601,-,488,0,0,0,5,0,0,0,0,0,0,0,0,0
LOC105370261,NC_000013.11,76267495,76267610,+,504,0,0,0,0,2,8,0,0,0,1,0,3,0
LOC105370262,NC_000013.11,76229515,76229692,-,353,0,0,0,0,0,2,0,0,0,0,0,4,0
LOC105370263,NC_000013.11,76459888,76459956,+,195,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370264,NC_000013.11,76552095,76552156,-,255,0,0,0,0,0,0,0,0,2,1,0,0,2
LOC105370265,NC_000013.11,76712108,76712315,-,5494,21,2,5,29,44,12,12,19,11,20,20,11,5
LOC105370266,NC_000013.11,76664102,76664223,+,1684,9,4,2,21,5,4,2,8,9,0,11,8,0
LOC105370269,NC_000013.11,76932156,76932311,-,600,0,0,0,4,0,0,0,0,0,0,0,0,0
LOC105370271,NC_000013.11,77463506,77464099,+,874,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370272,NC_000013.11,78760775,78761032,-,678,0,0,0,6,0,0,0,0,0,0,0,0,0
LOC105370273,NC_000013.11,78963237,78963853,-,1100,0,0,0,2,1,21,4,0,0,0,0,0,0
LOC105370274,NC_000013.11,79422603,79422909,-,650,0,0,1,2,0,1,0,0,1,0,0,1,1
LOC105370275,NC_000013.11,80121791,80121876,-,274,0,0,0,0,0,0,2,2,0,0,0,1,0
LOC105370276,NC_000013.11,80356355,80357210,+,4379,29,12,3,14,4,12,5,13,8,18,10,17,4
LOC105370278,NC_000013.11,80697177,80697743,-,851,0,4,1,3,5,1,2,8,0,3,0,0,2
LOC105370281,NC_000013.11,81298609,81298650,+,294,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370282,NC_000013.11,81316396,81316518,+,399,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC105370283,NC_000013.11,81533319,81533452,+,430,0,0,2,1,2,0,0,0,0,0,0,0,1
LOC105370284,NC_000013.11,81804966,81805043,+,373,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370285,NC_000013.11,82357038,82357141,-,299,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370286,NC_000013.11,83720131,83720246,-,2479,0,0,0,0,0,0,0,2,0,0,3,0,0
LOC105370287,NC_000013.11,84064534,84064925,-,862,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370289,NC_000013.11,84411852,84411919,-,436,0,0,0,0,0,0,0,0,0,0,0,0,2
LOC105370290,NC_000013.11,84871714,84872074,-,4414,3,0,0,4,0,0,0,0,0,0,2,0,2
LOC105370291,NC_000013.11,85111796,85112985,-,1715,0,0,0,3,0,0,0,0,2,2,0,0,2
LOC105370292,NC_000013.11,85330997,85331351,-,1046,0,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370295,NC_000013.11,24539138,24540027,-,1494,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC105370297,NC_000013.11,44369359,44373197,-,4009,0,8,4,5,9,15,10,2,2,6,13,13,14
LOC105370299,NC_000013.11,86402915,86404186,-,1621,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370300,NC_000013.11,86792322,86792584,+,610,0,0,0,2,1,0,0,4,0,0,2,1,0
LOC105370301,NC_000013.11,86984386,86984496,+,352,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370302,NC_000013.11,87334017,87334170,+,1977,2,0,0,2,2,0,0,8,2,0,1,0,2
LOC105370304,NC_000013.11,87853823,87854385,+,1479,0,0,0,4,1,0,0,0,0,0,0,0,0
LOC105370307,NC_000013.11,89039495,89039578,+,265,2,0,0,0,0,0,1,0,0,0,0,0,0
LOC105370310,NC_000013.11,90291241,90291413,+,3259,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370311,NC_000013.11,90880315,90880379,+,1010,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370312,NC_000013.11,91111635,91111820,+,1198,0,0,0,0,0,0,0,0,0,0,0,0,2
LOC105370313,NC_000013.11,91241641,91241711,+,182,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370314,NC_000013.11,91251693,91251731,+,246,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370315,NC_000013.11,92610646,92611452,-,1118,0,1,0,0,0,2,0,0,0,3,0,0,0
LOC105370317,NC_000013.11,93032985,93033212,+,582,0,0,0,1,0,2,0,0,0,0,0,0,0
LOC105370324,NC_000013.11,97531754,97533817,-,5051,0,1,0,5,2,0,0,4,6,2,3,2,6
LOC105370325,NC_000013.11,97541189,97541292,+,493,0,2,0,2,0,0,0,0,0,1,0,0,0
LOC105370327,NC_000013.11,98328206,98328324,+,1211,34,47,18,44,83,113,76,57,48,47,56,43,36
LOC105370328,NC_000013.11,98066312,98066413,-,884,20,14,6,10,8,2,13,8,10,10,3,8,4
LOC105370330,NC_000013.11,98755122,98755583,-,905,2,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370332,NC_000013.11,99594508,99594573,-,260,1,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370335,NC_000013.11,100329526,100329602,-,562,31,26,32,17,110,66,106,35,20,26,29,14,17
LOC105370337,NC_000013.11,102759654,102760555,+,1077,0,0,0,0,0,2,0,0,0,0,0,0,0
LOC105370338,NC_000013.11,103290969,103291089,+,1605,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370339,NC_000013.11,103392227,103392388,+,1288,0,0,0,1,0,0,0,0,0,0,0,0,2
LOC105370340,NC_000013.11,104125930,104125974,+,1517,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370342,NC_000013.11,104851739,104851807,+,319,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370343,NC_000013.11,104931352,104931387,-,485,0,0,1,0,0,0,1,0,0,0,0,0,0
LOC105370344,NC_000013.11,105410816,105410897,+,271,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370345,NC_000013.11,105572076,105573347,-,3083,4,0,0,3,1,0,0,0,0,0,0,0,0
LOC105370346,NC_000013.11,106471747,106474211,-,2725,0,0,0,0,0,0,4,0,0,0,0,0,6
LOC105370349,NC_000013.11,106773623,106774156,-,1359,0,0,0,5,0,0,4,0,0,0,0,0,0
LOC105370353,NC_000013.11,107465984,107467250,-,2658,3,2,0,13,16,11,4,0,0,2,6,4,3
LOC105370355,NC_000013.11,108328029,108328279,+,505,0,0,2,0,0,0,2,0,0,0,0,0,0
LOC105370356,NC_000013.11,109146957,109147169,-,2903,0,1,0,4,0,4,4,0,6,0,0,4,12
LOC105370359,NC_000013.11,109398433,109400889,-,4322,4,0,2,6,4,4,6,2,0,0,7,6,9
LOC105370360,NC_000013.11,109796970,109797169,+,1216,4,0,2,2,0,5,0,2,2,0,1,3,3
LOC105370362,NC_000013.11,110813705,110813773,+,1346,0,0,0,2,0,0,1,0,0,0,0,0,0
LOC105370363,NC_000013.11,110822107,110822547,+,10054,4,0,2,7,6,6,0,0,1,6,0,4,2
LOC105370364,NC_000013.11,110945456,110945549,-,630,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370365,NC_000013.11,111318942,111319004,-,296,6,1,4,2,0,5,2,7,1,0,0,0,1
LOC105370366,NC_000013.11,111663399,111663478,-,538,10,0,2,13,0,0,0,25,0,13,8,6,0
LOC105370370,NC_000013.11,112180489,112181007,-,3326,0,0,0,2,0,0,0,0,0,0,0,4,0
LOC105370370_1,NT_187592.1,11,244,-,2386,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370372,NC_000013.11,112378738,112378866,-,954,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370372_1,NT_187592.1,179708,179836,-,954,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370373,NC_000013.11,112361613,112363393,-,2016,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370373_1,NT_187592.1,162583,164363,-,2016,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370384,NC_000013.11,114250616,114250719,-,2052,68,31,15,42,34,37,56,80,46,61,68,39,25
LOC105370397,NC_000014.9,20791448,20791541,+,415,4,2,0,4,13,13,1,7,1,11,4,2,4
LOC105370398,NC_000014.9,21046397,21046508,-,715,19,22,21,34,41,121,142,130,154,67,107,59,79
LOC105370399,NC_000014.9,22556566,22557543,+,3848,0,4,0,8,4,6,17,14,6,12,8,8,12
LOC105370406,NC_000014.9,23194882,23195260,-,2406,4,0,0,17,2,3,0,0,2,4,0,0,2
LOC105370407,NC_000014.9,23661309,23661398,+,269,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370408,NC_000014.9,23692731,23692972,+,2653,4,2,2,10,10,4,2,5,3,0,0,0,2
LOC105370409,NC_000014.9,23699797,23700038,-,1420,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370409_1,NW_018654722.1,776,1017,-,1420,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370410,NC_000014.9,23699471,23699531,+,1041,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370410_1,NW_018654722.1,455,510,+,1036,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370411,NC_000014.9,23927914,23928021,-,917,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC105370411_1,NW_018654722.1,228893,229000,-,917,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370412,NC_000014.9,24066784,24066997,-,1308,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370412_1,NW_018654722.1,367762,367975,-,1308,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370413,NC_000014.9,24633102,24633348,+,8896,1,3,4,13,11,16,11,8,2,2,3,8,10
LOC105370415,NC_000014.9,25246558,25246761,+,1389,0,0,0,6,0,0,0,0,0,0,0,0,0
LOC105370418,NC_000014.9,26382234,26382468,-,2355,0,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370419,NC_000014.9,26950953,26952718,+,2943,0,0,1,6,0,0,0,0,0,0,0,0,0
LOC105370420,NC_000014.9,27077236,27077300,+,655,0,2,0,2,0,2,0,0,0,0,0,0,0
LOC105370421,NC_000014.9,27213591,27213676,-,505,0,2,0,12,0,0,0,1,0,0,0,0,0
LOC105370429,NC_000014.9,29928127,29929111,+,1430,12,22,7,6,0,2,1,0,11,0,6,4,8
LOC105370430,NC_000014.9,30379187,30379263,+,519,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370432,NC_000014.9,30503440,30503541,+,545,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370438,NC_000014.9,31489964,31490103,+,4800,0,0,0,12,0,2,2,6,6,4,2,1,6
LOC105370440,NC_000014.9,32042606,32044029,+,4361,20,21,21,44,8,2,2,11,9,13,47,13,20
LOC105370444,NC_000014.9,34095841,34096415,-,1226,0,0,0,0,0,0,2,0,0,0,0,0,1
LOC105370446,NC_000014.9,33959082,33959167,+,267,2,0,0,0,0,0,0,0,0,0,1,0,2
LOC105370447,NC_000014.9,34539749,34539784,+,1557,3,1,6,2,2,0,5,2,4,5,7,3,0
LOC105370449,NC_000014.9,34544089,34544793,-,3069,78,2538,2176,116,50,43,2353,13506,327,154,2142,3342,4486
LOC105370450,NC_000014.9,35475922,35476425,-,1567,0,0,1,0,0,0,0,0,0,0,0,0,4
LOC105370452,NC_000014.9,36046132,36047944,-,2798,2,0,0,2,2,0,0,0,0,0,0,0,2
LOC105370453,NC_000014.9,36524689,36525208,+,772,1,3,0,2,0,0,0,0,0,0,0,0,0
LOC105370455,NC_000014.9,36653792,36655458,-,1873,688,600,570,435,23,84,41,212,209,220,223,180,223
LOC105370456,NC_000014.9,38003111,38003368,-,3388,11,22,4,5,22,49,35,0,10,4,2,6,13
LOC105370457,NC_000014.9,38878730,38878741,+,370,2,4,0,4,1,0,0,0,1,2,0,2,8
LOC105370459,NC_000014.9,39109823,39110371,-,2162,2,0,0,7,4,0,5,0,2,4,0,0,6
LOC105370460,NC_000014.9,39474840,39474955,+,864,6,11,3,9,17,14,14,15,14,7,10,8,11
LOC105370461,NC_000014.9,39432349,39432431,+,65085,233,327,223,280,414,506,492,393,347,323,366,270,248
LOC105370462,NC_000014.9,40318362,40318556,+,2924,0,0,0,0,4,5,2,0,1,2,1,0,4
LOC105370463,NC_000014.9,40231007,40231086,-,1280,0,0,0,2,2,0,6,1,0,1,0,2,2
LOC105370464,NC_000014.9,40217829,40217966,+,1072,0,3,0,3,0,0,0,0,4,0,4,4,2
LOC105370465,NC_000014.9,40399166,40399376,+,579,0,0,0,4,0,0,0,0,0,0,0,0,0
LOC105370466,NC_000014.9,40576121,40576236,-,2054,1,0,0,1,0,0,0,2,0,0,0,0,2
LOC105370467,NC_000014.9,40699225,40699302,+,1232,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370470,NC_000014.9,43308645,43308842,+,446,0,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370472,NC_000014.9,44586819,44587304,-,6200,6,0,2,33,2,0,2,42,0,2,4,16,17
LOC105370473,NC_000014.9,44507409,44507469,+,379,0,0,0,2,0,0,0,3,0,0,0,6,0
LOC105370475,NC_000014.9,45366149,45366270,+,2772,2,4,6,16,28,26,25,13,13,8,11,14,0
LOC105370476,NC_000014.9,45403353,45403394,+,1200,15,6,4,9,16,18,15,7,5,0,10,0,8
LOC105370478,NC_000014.9,45743633,45744167,+,2273,2,6,0,0,2,5,4,2,0,2,1,0,2
LOC105370480,NC_000014.9,46578519,46578628,+,531,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370481,NC_000014.9,46595624,46595650,-,2205,0,0,0,2,0,0,0,0,2,0,1,0,0
LOC105370482,NC_000014.9,48233527,48234226,-,1030,2,8,2,2,0,0,0,10,2,5,8,6,0
LOC105370485,NC_000014.9,49971639,49972626,+,5995,22,18,3,13,40,16,32,34,23,28,45,18,27
LOC105370489,NC_000014.9,50821797,50821951,+,483,1,3,2,6,9,5,0,13,0,5,9,0,1
LOC105370495,NC_000014.9,51340117,51340235,-,352,1,0,5,1,0,4,0,10,4,0,7,6,0
LOC105370497,NC_000014.9,51982526,51982929,-,2338,0,2,1,2,2,0,6,2,0,4,2,0,2
LOC105370500,NC_000014.9,52791788,52792326,+,2671,55,25,30,26,54,48,69,44,47,38,43,55,41
LOC105370502,NC_000014.9,53169014,53169777,+,6288,5,12,0,22,23,16,6,8,21,15,8,14,9
LOC105370504,NC_000014.9,53320652,53350301,+,55170,259,352,218,378,410,149,103,207,362,198,391,250,157
LOC105370505,NC_000014.9,54114811,54115277,+,616,0,2,4,0,0,0,0,0,0,0,0,4,2
LOC105370507,NC_000014.9,54043880,54044034,-,1072,2,4,0,0,0,0,0,2,0,0,0,1,0
LOC105370508,NC_000014.9,55191673,55191802,+,1379,1,1,2,0,6,6,0,2,6,4,2,2,5
LOC105370511,NC_000014.9,55899411,55899494,-,193,2,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370512,NC_000014.9,56004688,56005917,+,3666,4,0,4,7,8,3,5,0,0,0,4,0,0
LOC105370513,NC_000014.9,56095829,56095935,-,2334,0,8,4,7,2,2,2,0,2,4,0,2,2
LOC105370518,NC_000014.9,57578333,57579005,+,3450,5,0,2,0,2,3,0,0,0,0,2,0,1
LOC105370519,NC_000014.9,57491035,57492039,+,10279,14,16,29,23,9,30,18,4,25,10,16,5,12
LOC105370525,NC_000014.9,61535373,61537906,-,3265,278,291,180,172,171,161,167,197,130,187,171,186,116
LOC105370528,NC_000014.9,62471186,62471522,-,1744,0,0,0,6,0,0,0,0,0,2,0,0,0
LOC105370529,NC_000014.9,62357909,62358033,+,1874,2,0,0,9,0,2,0,0,0,0,0,4,0
LOC105370530,NC_000014.9,63178370,63178454,+,711,0,1,0,1,8,2,10,0,2,0,0,0,10
LOC105370531,NC_000014.9,63119600,63123760,-,4428,6,2,2,13,11,19,2,6,8,4,6,3,4
LOC105370532,NC_000014.9,63642061,63642197,+,778,28,16,28,31,26,25,24,26,24,30,29,31,39
LOC105370534,NC_000014.9,64880881,64881388,-,633,0,0,0,0,0,0,0,0,0,0,2,0,0
LOC105370538,NC_000014.9,67072688,67072789,-,865,30,32,23,9,15,27,15,17,21,15,15,7,5
LOC105370542,NC_000014.9,67452325,67454681,-,9832,7,83,29,54,2,31,4,15,13,26,15,13,35
LOC105370546,NC_000014.9,68121248,68125409,-,4716,69,55,63,59,190,124,161,68,60,112,77,92,134
LOC105370547,NC_000014.9,68728023,68728138,+,3567,2,6,2,6,1,2,0,0,0,0,3,0,2
LOC105370549,NC_000014.9,69297674,69300114,-,2586,47,25,17,73,73,22,18,36,3,34,26,8,22
LOC105370552,NC_000014.9,70256362,70256833,-,846,0,2,0,8,0,0,2,0,0,1,2,0,0
LOC105370556,NC_000014.9,70526346,70526413,+,191,4,19,8,10,13,22,4,8,11,8,11,13,11
LOC105370557,NC_000014.9,70932064,70932099,-,808,33,21,18,12,37,33,33,34,33,24,24,11,47
LOC105370559,NC_000014.9,72382376,72382701,-,8333,9,13,6,13,12,26,13,4,4,2,1,4,3
LOC105370563,NC_000014.9,74096663,74096719,-,2458,24,48,27,23,83,53,64,32,23,56,32,30,53
LOC105370564,NC_000014.9,74208861,74208951,-,895,0,0,0,0,0,0,0,0,0,0,0,0,2
LOC105370567,NC_000014.9,74650840,74653498,-,6569,144,129,100,114,156,122,78,108,72,134,136,90,89
LOC105370569,NC_000014.9,74839166,74840145,+,2399,101,171,97,112,138,147,126,145,150,162,147,153,161
LOC105370572,NC_000014.9,75515846,75515985,+,2635,0,0,0,3,0,0,1,4,0,0,0,0,1
LOC105370573,NC_000014.9,76079436,76080221,-,878,26,25,15,18,20,20,4,23,21,28,16,21,24
LOC105370575,NC_000014.9,76227313,76227617,-,1301,5,5,2,1,6,5,3,0,0,2,0,6,0
LOC105370576,NC_000014.9,76590665,76592595,-,4411,9,8,8,0,7,5,2,18,2,8,4,9,2
LOC105370577,NC_000014.9,76710430,76710815,-,1309,4,2,1,6,15,6,6,10,3,8,9,7,9
LOC105370579,NC_000014.9,77031559,77033215,-,2024,36,73,19,26,18,21,18,21,19,28,26,18,14
LOC105370581,NC_000014.9,77966162,77966275,+,542,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105370582,NC_000014.9,79874266,79874562,-,591,0,0,4,0,0,2,0,2,2,0,0,0,0
LOC105370583,NC_000014.9,79597721,79597799,-,706,9,4,8,14,6,2,2,3,9,0,4,7,4
LOC105370586,NC_000014.9,79199982,79200038,+,656,8,2,4,5,6,1,0,2,10,4,10,2,0
LOC105370588,NC_000014.9,79077199,79077275,-,392,2,7,0,3,2,1,0,1,13,12,8,6,2
LOC105370589,NC_000014.9,78703615,78703849,-,1492,4,0,0,6,0,0,0,0,0,0,0,0,0
LOC105370590,NC_000014.9,79982398,79983488,-,1246,1,0,0,2,0,0,0,0,2,0,0,0,1
LOC105370591,NC_000014.9,80147487,80147589,+,418,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370593,NC_000014.9,80167414,80168092,-,1020,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370594,NC_000014.9,81168772,81168803,+,2207,0,0,6,10,4,20,0,14,4,11,10,10,2
LOC105370598,NC_000014.9,81811475,81811953,-,819,1,0,0,1,0,0,0,0,0,2,0,0,0
LOC105370599,NC_000014.9,82420184,82420564,+,574,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370600,NC_000014.9,83012120,83012403,-,1585,0,0,0,10,0,0,0,0,0,0,0,0,0
LOC105370601,NC_000014.9,83281877,83282066,+,2625,2,3,0,2,0,0,4,8,0,0,2,0,0
LOC105370603,NC_000014.9,84216852,84217000,-,1804,0,4,2,4,0,0,0,0,0,0,0,0,0
LOC105370604,NC_000014.9,85148645,85148956,-,3058,0,0,1,9,0,0,0,0,0,0,0,0,0
LOC105370608,NC_000014.9,87033371,87033695,-,404,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370612,NC_000014.9,88160634,88166318,+,6933,0,0,0,8,0,0,0,0,0,0,0,0,0
LOC105370614,NC_000014.9,88500867,88501031,+,1167,30,52,21,34,48,55,27,18,25,21,39,23,16
LOC105370615,NC_000014.9,89034364,89040784,+,8198,1,2,6,20,2,2,0,0,0,2,2,0,0
LOC105370616,NC_000014.9,89628921,89629136,-,380,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC105370617,NC_000014.9,89619317,89619473,+,639,0,7,10,3,2,6,7,4,4,8,10,8,8
LOC105370618,NC_000014.9,90364554,90364662,+,333,0,2,0,6,0,1,0,0,0,0,2,0,0
LOC105370619,NC_000014.9,90515806,90515887,-,307,0,0,2,0,0,0,0,0,0,0,0,0,0
LOC105370622,NC_000014.9,90697333,90697664,+,1954,27,31,10,28,30,27,32,18,8,24,6,10,9
LOC105370624,NC_000014.9,91378641,91379885,-,2171,27,36,12,30,54,51,38,55,20,51,53,22,24
LOC105370627,NC_000014.9,92304414,92304544,+,1055,0,0,0,3,0,0,0,0,0,0,0,0,0
LOC105370631,NC_000014.9,93880426,93880582,+,932,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370631_1,NT_187601.1,994988,995144,+,932,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370634,NC_000014.9,94144633,94144974,-,734,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370634_1,NT_187601.1,1259195,1259536,-,734,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370635,NC_000014.9,94460006,94460213,+,1117,0,0,0,2,0,2,0,0,0,0,1,0,4
LOC105370637,NC_000014.9,95326169,95326837,-,1706,2,0,0,3,0,2,0,2,2,6,2,7,3
LOC105370638,NC_000014.9,95361346,95361873,-,736,1,0,0,0,0,0,0,2,0,2,0,0,2
LOC105370639,NC_000014.9,95389730,95390205,-,957,1,0,0,4,0,2,0,0,0,0,0,0,0
LOC105370640,NC_000014.9,95396163,95396279,-,517,0,0,0,6,2,0,0,0,0,0,0,0,3
LOC105370643,NC_000014.9,95588582,95588975,+,731,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105370644,NC_000014.9,95771571,95771852,-,694,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC105370645,NC_000014.9,96663795,96664766,+,1690,0,0,0,2,0,0,0,0,2,0,0,0,0
LOC105370647,NC_000014.9,97027715,97027998,+,2094,2,8,0,7,0,0,0,0,0,0,0,2,1
LOC105370650,NC_000014.9,97662631,97662833,+,779,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC105370651,NC_000014.9,97706135,97706300,+,4524,1,2,5,8,10,4,1,3,1,4,2,8,6
LOC105370653,NC_000014.9,98093304,98093487,+,625,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370654,NC_000014.9,98087934,98088308,-,741,0,0,0,0,0,0,0,0,0,0,0,0,0
