"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"MRPS22",56945,"Mrps22","MGI:1928137","MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MRPS23",51649,"Mrps23","MGI:1928138","",NA,1,1,"one-to-one"
"MRPS24",64951,"Mrps24","MGI:1928142","",NA,1,1,"one-to-one"
"MRPS25",64432,"Mrps25","MGI:1928140","MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"MRPS26",64949,"Mrps26","MGI:1333830","",NA,1,1,"one-to-one"
"MRPS27",23107,"Mrps27","MGI:1919064","",NA,1,1,"one-to-one"
"MRPS28",28957,"Mrps28","MGI:1913480","",NA,1,1,"one-to-one"
"MRPS30",10884,"Mrps30","MGI:1926237","",NA,1,1,"one-to-one"
"MRPS31",10240,"Mrps31","MGI:1913153","",NA,1,1,"one-to-one"
"MRPS33",51650,"Mrps33","MGI:1338046","",NA,1,1,"one-to-one"
"MRPS34",65993,"Mrps34","MGI:1930188","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005385",NA,1,1,"one-to-one"
"MRPS35",60488,"Mrps35","MGI:2385255","MP:0005376, MP:0005390",NA,1,1,"one-to-one"
"MRPS5",64969,"Mrps5","MGI:1924971","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MRPS6",64968,"Mrps6","MGI:2153111","",NA,1,1,"one-to-one"
"MRPS7",51081,"Mrps7","MGI:1354367","",NA,1,1,"one-to-one"
"MRPS9",64965,"Mrps9","MGI:1916777","",NA,1,1,"one-to-one"
"MRRF",92399,"Mrrf","MGI:1915121","",NA,1,1,"one-to-one"
"MRS2",57380,"Mrs2","MGI:2685748","MP:0005370, MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0010768",NA,1,1,"one-to-one"
"MRTFA",57591,"Mrtfa","MGI:2384495","MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MRTFB",57496,"Mrtfb","MGI:3050795","MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MRTO4",51154,"Mrto4","MGI:1917152","",NA,3,1,"one-to-many (human-to-mouse)"
"MRTO4",51154,"Mrto4-ps1","MGI:3644169","",NA,3,1,"one-to-many (human-to-mouse)"
"MRTO4",51154,"Mrto4-ps2","MGI:3779507","",NA,3,1,"one-to-many (human-to-mouse)"
"MS4A1",931,"Ms4a1","MGI:88321","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MS4A10",341116,"Ms4a10","MGI:1917076","",NA,1,1,"one-to-one"
"MS4A12",54860,"Ms4a12","MGI:2685812","MP:0005376, MP:0005387",NA,1,1,"one-to-one"
"MS4A13",503497,"Ms4a13","MGI:1920716","",NA,1,1,"one-to-one"
"MS4A14",84689,"Ms4a14","MGI:2686122","",NA,1,1,"one-to-one"
"MS4A15",219995,"Ms4a15","MGI:3617853","",NA,1,1,"one-to-one"
"MS4A18",728588,"Ms4a18","MGI:1923252","",NA,1,1,"one-to-one"
"MS4A19P",116435280,"Ms4a19","MGI:1916666","",NA,1,1,"one-to-one"
"MS4A2",2206,"Ms4a2","MGI:95495","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MS4A3",932,"Ms4a3","MGI:2158468","MP:0005389",NA,1,1,"one-to-one"
"MS4A4A",51338,"Ms4a4a","MGI:3643932","MP:0005386, MP:0005387, MP:0005391, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"MS4A4E",643680,"Ms4a4a","MGI:3643932","MP:0005386, MP:0005387, MP:0005391, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"MS4A5",64232,"Ms4a5","MGI:2670985","",NA,1,1,"one-to-one"
"MS4A6A",64231,"Ms4a6b","MGI:1917024","",NA,3,2,"many-to-many"
"MS4A6A",64231,"Ms4a6c","MGI:2385644","",NA,3,2,"many-to-many"
"MS4A6A",64231,"Ms4a6d","MGI:1916024","MP:0005387",NA,3,2,"many-to-many"
"MS4A6E",245802,"Ms4a6b","MGI:1917024","",NA,3,2,"many-to-many"
"MS4A6E",245802,"Ms4a6c","MGI:2385644","",NA,3,2,"many-to-many"
"MS4A6E",245802,"Ms4a6d","MGI:1916024","MP:0005387",NA,3,2,"many-to-many"
"MS4A7",58475,"Ms4a7","MGI:1918846","MP:0005370, MP:0005376, MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MS4A8",83661,"Ms4a8a","MGI:1927657","",NA,1,1,"one-to-one"
"MSANTD1",345222,"Msantd1","MGI:2684990","MP:0005386",NA,1,1,"one-to-one"
"MSANTD2",79684,"Msantd2","MGI:2384579","MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"MSANTD3",91283,"Msantd3","MGI:1913915","MP:0005377, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MSANTD3-TMEFF1",100526694,"Tmeff1","MGI:1926810","",NA,1,2,"one-to-many (mouse-to-human)"
"MSANTD4",84437,"Msantd4","MGI:1925350","",NA,1,1,"one-to-one"
"MSANTD5",102724657,"Msantd5","MGI:3650740","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f1","MGI:2685274","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f10","MGI:3702126","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f2","MGI:3702319","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f3","MGI:3702316","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f4","MGI:3702277","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f5","MGI:3702292","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f6","MGI:3650704","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f7","MGI:3702099","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f8","MGI:3702097","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5f9","MGI:3702095","",NA,12,1,"one-to-many (human-to-mouse)"
"MSANTD5",102724657,"Msantd5l","MGI:3039622","",NA,12,1,"one-to-many (human-to-mouse)"
"MSC",9242,"Msc","MGI:1333884","",NA,1,1,"one-to-one"
"MSGN1",343930,"Msgn1","MGI:1860483","MP:0003631, MP:0005369, MP:0005371, MP:0005378, MP:0005380, MP:0005384, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MSH2",4436,"Msh2","MGI:101816","MP:0002006, MP:0003631, MP:0005370, MP:0005376, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MSH3",4437,"Msh3","MGI:109519","MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005381, MP:0005384, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"MSH4",4438,"Msh4","MGI:1860077","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"MSH5",4439,"Msh5","MGI:1329021","MP:0002006, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"MSH6",2956,"Msh6","MGI:1343961","MP:0002006, MP:0005381, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MSI1",4440,"Msi1","MGI:107376","MP:0001186, MP:0003631, MP:0005376, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MSI2",124540,"Msi2","MGI:1923876","MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MSL1",339287,"Msl1","MGI:1921276","MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"MSL2",55167,"Msl2","MGI:1925103","",NA,1,1,"one-to-one"
"MSL3",10943,"Msl3","MGI:1341851","MP:0005386",NA,1,1,"one-to-one"
"MSL3B",151507,"Msl3l2","MGI:1920640","",NA,1,1,"one-to-one"
"MSLN",10232,"Msln","MGI:1888992","",NA,1,1,"one-to-one"
"MSLNL",401827,"Mslnl","MGI:3607710","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MSMB",4477,"Msmb","MGI:97166","MP:0002006, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"MSMO1",6307,"Msmo1","MGI:1913484","",NA,1,1,"one-to-one"
"MSMP",692094,"Msmp","MGI:3652339","MP:0005370, MP:0005376, MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MSN",4478,"Msn","MGI:97167","MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"MSR1",4481,"Msr1","MGI:98257","MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MSRA",4482,"Msra","MGI:106916","MP:0005376, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MSRB1",51734,"Msrb1","MGI:1351642","MP:0005384",NA,1,1,"one-to-one"
"MSRB2",22921,"Msrb2","MGI:1923717","",NA,1,1,"one-to-one"
"MSRB3",253827,"Msrb3","MGI:2443538","MP:0003631, MP:0005377, MP:0005384",NA,1,1,"one-to-one"
"MSS51",118490,"Mss51","MGI:1922093","MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"MST1",4485,"Mst1","MGI:96080","MP:0005370, MP:0005381, MP:0005387, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"MST1L",11223,"Mst1","MGI:96080","MP:0005370, MP:0005381, MP:0005387, MP:0005397",NA,1,2,"one-to-many (mouse-to-human)"
"MST1R",4486,"Mst1r","MGI:99614","MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MSTN",2660,"Mstn","MGI:95691","MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390",NA,1,1,"one-to-one"
"MSTO1",55154,"Msto1","MGI:2385175","MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MSX1",4487,"Msx1","MGI:97168","MP:0003631, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005386, MP:0005388, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MSX2",4488,"Msx2","MGI:97169","MP:0001186, MP:0003631, MP:0005371, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MT1A",4489,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1A",4489,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1B",4490,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1B",4490,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1E",4493,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1E",4493,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1F",4494,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1F",4494,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1G",4495,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1G",4495,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1H",4496,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1H",4496,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1L",4500,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1L",4500,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1M",4499,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1M",4499,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT1X",4501,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT1X",4501,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT2A",4502,"Mt1","MGI:97171","MP:0005376, MP:0005381, MP:0005385, MP:0010768",NA,2,10,"many-to-many"
"MT2A",4502,"Mt2","MGI:97172","",NA,2,10,"many-to-many"
"MT3",4504,"Mt3","MGI:97173","MP:0003631, MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"MT4",84560,"Mt4","MGI:99692","",NA,1,1,"one-to-one"
"MTA1",9112,"Mta1","MGI:2150037","MP:0005370, MP:0005371, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTA2",9219,"Mta2","MGI:1346340","MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTA3",57504,"Mta3","MGI:2151172","MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"MTAP",4507,"Mtap","MGI:1914152","MP:0005370, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005387, MP:0005388, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTARC1",64757,"Mtarc1","MGI:1913362","MP:0005370, MP:0005376, MP:0005378, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MTARC2",54996,"Mtarc2","MGI:1914497","MP:0005375, MP:0005378, MP:0005386",NA,1,1,"one-to-one"
"MTBP",27085,"Mtbp","MGI:2146005","MP:0010768",NA,1,1,"one-to-one"
"MTCH1",23787,"Mtch1","MGI:1929261","",NA,1,1,"one-to-one"
"MTCH2",23788,"Mtch2","MGI:1929260","MP:0005370, MP:0005378, MP:0005380, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTCL1",23255,"Mtcl1","MGI:1915867","MP:0003631, MP:0005378, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"MTCL2",140710,"Mtcl2","MGI:2444575","MP:0005391",NA,1,1,"one-to-one"
"MTCL3",387104,"Mtcl3","MGI:1914662","",NA,1,1,"one-to-one"
"MTCO2P12",107075310,"mt-Co2","MGI:102503","",NA,1,2,"one-to-many (mouse-to-human)"
"MTCP1",4515,"Cmc4","MGI:5637812","",NA,2,2,"many-to-many"
"MTCP1",4515,"Mtcp1","MGI:102699","",NA,2,2,"many-to-many"
"MTDH",92140,"Mtdh","MGI:1914404","MP:0002006, MP:0005370, MP:0005376, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTERF1",7978,"Mterf1a","MGI:1918240","",NA,4,2,"many-to-many"
"MTERF1",7978,"Mterf1b","MGI:3704243","",NA,4,2,"many-to-many"
"MTERF1",7978,"Mthfs","MGI:1340032","MP:0005376, MP:0010768",NA,4,2,"many-to-many"
"MTERF1",7978,"Mthfsl","MGI:3780550","MP:0005386, MP:0005391",NA,4,2,"many-to-many"
"MTERF2",80298,"Mterf2","MGI:1921488","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"MTERF3",51001,"Mterf3","MGI:1913660","MP:0005369, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"MTERF4",130916,"Mterf4","MGI:1918355","MP:0003631, MP:0005369, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MTF1",4520,"Mtf1","MGI:101786","MP:0002006, MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTF2",22823,"Mtf2","MGI:105050","MP:0003631, MP:0005371, MP:0005378, MP:0005382, MP:0005384, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MTFMT",123263,"Mtfmt","MGI:1916856","MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005387, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTFP1",51537,"Mtfp1","MGI:1916686","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MTFR1",9650,"Mtfr1","MGI:1914722","MP:0005384",NA,1,1,"one-to-one"
"MTFR1L",56181,"Mtfr1l","MGI:1924074","",NA,1,1,"one-to-one"
"MTFR2",113115,"Mtfr2","MGI:1919054","",NA,1,1,"one-to-one"
"MTG1",92170,"Mtg1","MGI:2685015","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MTG2",26164,"Mtg2","MGI:106565","MP:0005385, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MTHFD1",4522,"Mthfd1","MGI:1342005","MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTHFD1L",25902,"Mthfd1l","MGI:1924836","MP:0003631, MP:0005378, MP:0005380, MP:0005382, MP:0010768",NA,1,1,"one-to-one"
"MTHFD2",10797,"Mthfd2","MGI:1338850","MP:0005370, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTHFD2L",441024,"Mthfd2l","MGI:1915871","MP:0005378, MP:0005385, MP:0010771",NA,1,1,"one-to-one"
"MTHFR",4524,"Mthfr","MGI:106639","MP:0003631, MP:0005370, MP:0005371, MP:0005376, MP:0005378, MP:0005389, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MTHFS",10588,"Mterf1a","MGI:1918240","",NA,4,2,"many-to-many"
"MTHFS",10588,"Mterf1b","MGI:3704243","",NA,4,2,"many-to-many"
"MTHFS",10588,"Mthfs","MGI:1340032","MP:0005376, MP:0010768",NA,4,2,"many-to-many"
"MTHFS",10588,"Mthfsl","MGI:3780550","MP:0005386, MP:0005391",NA,4,2,"many-to-many"
"MTHFSD",64779,"Mthfsd","MGI:2679252","",NA,1,1,"one-to-one"
"MTIF2",4528,"Mtif2","MGI:1924034","",NA,1,1,"one-to-one"
"MTIF3",219402,"Mtif3","MGI:1923616","MP:0005369, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MTLN",205251,"Mtln","MGI:1915135","MP:0005369, MP:0005376, MP:0005384, MP:0005385",NA,1,1,"one-to-one"
"MTM1",4534,"Mtm1","MGI:1099452","MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MTMR1",8776,"Mtmr1","MGI:1858271","MP:0005375, MP:0005397",NA,1,1,"one-to-one"
"MTMR10",54893,"Mtmr10","MGI:2142292","MP:0003631",NA,1,1,"one-to-one"
"MTMR11",10903,"Mtmr11","MGI:2652817","MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MTMR12",54545,"Mtmr12","MGI:2443034","MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"MTMR14",64419,"Mtmr14","MGI:1916075","MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"MTMR2",8898,"Mtmr2","MGI:1924366","MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005386, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTMR3",8897,"Mtmr3","MGI:1921552","MP:0005376, MP:0005386, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"MTMR4",9110,"Mtmr4","MGI:2180699","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MTMR6",9107,"Mtmr6","MGI:2145637","",NA,1,1,"one-to-one"
"MTMR7",9108,"Mtmr7","MGI:1891693","MP:0005397",NA,1,1,"one-to-one"
"MTMR9",66036,"Mtmr9","MGI:2442842","MP:0003631, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MTNAP1",55028,"Mtnap1","MGI:106356","",NA,1,1,"one-to-one"
"MTNR1A",4543,"Mtnr1a","MGI:102967","MP:0003631, MP:0005391",NA,1,1,"one-to-one"
"MTNR1B",4544,"Mtnr1b","MGI:2181726","MP:0003631, MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"MTO1",25821,"Mto1","MGI:1915541","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MTOR",2475,"Mtor","MGI:1928394","MP:0003631, MP:0005367, MP:0005369, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTPAP",55149,"Mtpap","MGI:1914690","MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTPN",136319,"Mtpn","MGI:99445","MP:0005369, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MTR",4548,"Mtr","MGI:894292","MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"MTRES1",51250,"Mtres1","MGI:1915101","",NA,1,1,"one-to-one"
"MTREX",23517,"Mtrex","MGI:1919448","",NA,1,1,"one-to-one"
"MTRF1",9617,"Mtrf1","MGI:2384815","",NA,1,1,"one-to-one"
"MTRF1L",54516,"Mtrf1l","MGI:1918830","",NA,1,1,"one-to-one"
"MTRFR",91574,"Mtrfr","MGI:1919900","",NA,1,1,"one-to-one"
"MTRNR2L7",100288485,"Mtrnr2l7","MGI:5295700","",NA,1,1,"one-to-one"
"MTRR",4552,"Mtrr","MGI:1891037","MP:0005376, MP:0005378, MP:0010768",NA,1,1,"one-to-one"
"MTSS1",9788,"Mtss1","MGI:2384818","MP:0002006, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTSS2",92154,"Mtss2","MGI:3039591","MP:0005376",NA,1,1,"one-to-one"
"MTTP",4547,"Mttp","MGI:106926","MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTURN",222166,"Mturn","MGI:1915485","MP:0005375, MP:0005378, MP:0005390, MP:0010771",NA,1,1,"one-to-one"
"MTUS1",57509,"Mtus1","MGI:2142572","MP:0002006, MP:0005367, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTUS2",23281,"Mtus2","MGI:1915388","",NA,1,1,"one-to-one"
"MTX1",4580,"Mtx1","MGI:103025","",NA,1,1,"one-to-one"
"MTX2",10651,"Mtx2","MGI:1859652","MP:0005376, MP:0005378, MP:0005380, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MTX3",345778,"Mtx3","MGI:2686040","",NA,1,1,"one-to-one"
"MUC1",4582,"Muc1","MGI:97231","MP:0002006, MP:0005370, MP:0005376, MP:0005381",NA,1,1,"one-to-one"
"MUC12",10071,"Muc12","MGI:5590319","",NA,1,1,"one-to-one"
"MUC13",56667,"Muc13","MGI:103190","MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MUC15",143662,"Muc15","MGI:2442110","",NA,1,1,"one-to-one"
"MUC16",94025,"Muc16","MGI:1920982","MP:0005389",NA,1,1,"one-to-one"
"MUC17",140453,"Muc17","MGI:1203527","",NA,1,1,"one-to-one"
"MUC19",283463,"Muc19","MGI:2676278","MP:0005379, MP:0005381, MP:0005387",NA,1,1,"one-to-one"
"MUC2",4583,"Muc2","MGI:1339364","MP:0002006, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MUC20",200958,"Muc20","MGI:2385039","",NA,1,1,"one-to-one"
"MUC21",394263,"Muc21","MGI:3779983","",NA,1,1,"one-to-one"
"MUC3A",4584,"Muc3a","MGI:3588263","MP:0005386",NA,1,2,"one-to-many (mouse-to-human)"
"MUC3B",57876,"Muc3a","MGI:3588263","MP:0005386",NA,1,2,"one-to-many (mouse-to-human)"
"MUC4",4585,"Muc4","MGI:2153525","MP:0002006, MP:0005376, MP:0005378, MP:0005381, MP:0005387, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MUC5AC",4586,"Muc5ac","MGI:104697","MP:0005376, MP:0005381, MP:0005384, MP:0005387, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MUC5B",727897,"Muc5b","MGI:1921430","MP:0003631, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MUC6",4588,"Muc6","MGI:2663233","",NA,1,1,"one-to-one"
"MUCL3",135656,"Mucl3","MGI:2685476","",NA,1,1,"one-to-one"
"MUL1",79594,"Mul1","MGI:1915600","MP:0005378",NA,1,1,"one-to-one"
"MUS81",80198,"Mus81","MGI:1918961","MP:0002006, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"MUSK",4593,"Musk","MGI:103581","MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
