Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SL_01,adult_SL_02,adult_SL_03
LOC105375918,NA,human-specific,NA,NA,NA,NA,NA,9.679681182800977,8.80147869472404,10.9146456041987,9.32291924948019
LOC105375919,NA,human-specific,NA,NA,NA,NA,NA,7.768442386508884,9.36978609388668,6.17607705814816,7.75946400749181
LOC105375920,NA,human-specific,NA,NA,NA,NA,NA,0.04300204249595887,0.0627728692567057,0.0462857103893775,0.0199475478417934
LOC105375921,NA,human-specific,NA,NA,NA,NA,NA,0.643031212692239,0.779524903678727,1.14956873439799,0
LOC105375922,NA,human-specific,NA,NA,NA,NA,NA,0.022426625804024533,0,0,0.0672798774120736
LOC105375924,NA,human-specific,NA,NA,NA,NA,NA,0.02958743462203367,0.0542707211421898,0,0.0344915827239112
LOC105375925,NA,human-specific,NA,NA,NA,NA,NA,0.015321672367490366,0.0459650171024711,0,0
LOC105375926,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375930,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375931,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375932,NA,human-specific,NA,NA,NA,NA,NA,0.04923786356856733,0.147713590705702,0,0
LOC105375933,NA,human-specific,NA,NA,NA,NA,NA,0.0553871276485265,0.0731636001746245,0,0.092997782770955
LOC105375936,NA,human-specific,NA,NA,NA,NA,NA,0.696806524904862,1.01717365841827,0.750015188515891,0.323230727780425
LOC105375937,NA,human-specific,NA,NA,NA,NA,NA,0.05439041624864007,0.123823450403841,0,0.0393477983420792
LOC105375938,NA,human-specific,NA,NA,NA,NA,NA,0.4883647423497317,1.21014954804964,0.254944678999555,0
LOC105375942,NA,human-specific,NA,NA,NA,NA,NA,0.485465891971457,0.668859121721216,0.504144374766324,0.283394179426831
LOC105375943,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375945,NA,human-specific,NA,NA,NA,NA,NA,1.0595679266093694,1.62499946079897,0.834458522938645,0.719245796090493
LOC105375947,NA,human-specific,NA,NA,NA,NA,NA,2.93920853216309,3.22578606456013,4.23068234506323,1.36115718686591
LOC105375949,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375951,NA,human-specific,NA,NA,NA,NA,NA,1.9772737159504457,2.62371386217318,2.55015595461029,0.757951331067867
LOC105375952,NA,human-specific,NA,NA,NA,NA,NA,1.1361662596360818,1.02009207129406,1.96890796181882,0.419498745795365
LOC105375955,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375956,NA,human-specific,NA,NA,NA,NA,NA,0.19849013751078667,0.59547041253236,0,0
LOC105375957,NA,human-specific,NA,NA,NA,NA,NA,0.6747333742129059,0.945510583589699,0.614668435610971,0.464021103438048
LOC105375959,NA,human-specific,NA,NA,NA,NA,NA,0.10059869592981634,0,0.301796087789449,0
LOC105375962,NA,human-specific,NA,NA,NA,NA,NA,0.06227141568965867,0.186814247068976,0,0
LOC105375964,NA,human-specific,NA,NA,NA,NA,NA,2.5816484573366316,4.23573170553139,2.58999220882439,0.919221457654115
LOC105375969,NA,human-specific,NA,NA,NA,NA,NA,0.2601883889564213,0.152034998944432,0.493254669723961,0.135275498200871
LOC105375970,NA,human-specific,NA,NA,NA,NA,NA,0.07650279395139643,0.07628802438137,0.0562511391386918,0.0969692183341275
LOC105375971,NA,human-specific,NA,NA,NA,NA,NA,0.07721478704544828,0.162894641726178,0.0480442860120742,0.0207054333980926
LOC105375972,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375974,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375975,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375976,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375977,NA,human-specific,NA,NA,NA,NA,NA,1.5693242079905076,3.64475849818465,0.636506178441842,0.426707947345031
LOC105375979,NA,human-specific,NA,NA,NA,NA,NA,0.4999697312273366,0,0,1.49990919368201
LOC105375980,NA,human-specific,NA,NA,NA,NA,NA,0.23156809993811622,0.343187064512647,0.289199681609558,0.0623175536921437
LOC105375983,NA,human-specific,NA,NA,NA,NA,NA,0.0234894688195717,0.0534753597783972,0,0.0169930466803179
LOC105375985,NA,human-specific,NA,NA,NA,NA,NA,0.8134213432756834,1.8216515199776,0.287828287064748,0.330784222784702
LOC105375987,NA,human-specific,NA,NA,NA,NA,NA,0.009741357428840566,0,0.0292240722865217,0
LOC105375988,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375989,NA,human-specific,NA,NA,NA,NA,NA,0.16907404525462524,0.234710965523704,0.173064636109187,0.0994465341309848
LOC105375990,NA,human-specific,NA,NA,NA,NA,NA,0.03648551220743907,0.0467970198679243,0.0230039222819318,0.0396555944724611
LOC105375992,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375993,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375994,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375996,NA,human-specific,NA,NA,NA,NA,NA,0.06534376583187,0,0,0.19603129749561
LOC105375997,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105375999,NA,human-specific,NA,NA,NA,NA,NA,0.09339623085480668,0,0,0.28018869256442003
LOC105376000,NA,human-specific,NA,NA,NA,NA,NA,0.1371470219766697,0.154222552886079,0.159202864296125,0.0980156487478051
LOC105376002,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376003,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376004,NA,human-specific,NA,NA,NA,NA,NA,0.079680252541764,0,0.239040757625292,0
LOC105376005,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376009,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376010,NA,human-specific,NA,NA,NA,NA,NA,0.0186552676778022,0,0,0.0559658030334066
LOC105376011,NA,human-specific,NA,NA,NA,NA,NA,0.0101880519698996,0.0305641559096988,0,0
LOC105376013,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376015,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376016,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376017,NA,human-specific,NA,NA,NA,NA,NA,0.04833104078632433,0,0,0.144993122358973
LOC105376018,NA,human-specific,NA,NA,NA,NA,NA,2.272201878536375,4.20847800759067,1.93945645373895,0.668671174279505
LOC105376020,NA,human-specific,NA,NA,NA,NA,NA,0.0795036508551244,0.145829488783435,0,0.0926814637819382
LOC105376023,NA,human-specific,NA,NA,NA,NA,NA,0.341292141572851,0.589331542300068,0.434544882418485,0
LOC105376025,NA,human-specific,NA,NA,NA,NA,NA,2.4153048457292168,3.19905529985407,2.98464244274186,1.06221679459172
LOC105376026,NA,human-specific,NA,NA,NA,NA,NA,5.881467806247589,8.70275564106996,5.85079012581665,3.09085765185616
LOC105376030,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376031,NA,human-specific,NA,NA,NA,NA,NA,0.05589084826271667,0.16767254478815,0,0
LOC105376032,NA,human-specific,NA,NA,NA,NA,NA,0.03988749718670067,0.0731636001746245,0,0.0464988913854775
LOC105376033,NA,human-specific,NA,NA,NA,NA,NA,8.743533005272063,11.3865100559185,7.85622301018716,6.98786594971053
LOC105376034,NA,human-specific,NA,NA,NA,NA,NA,0.1085224630575325,0,0.252905121567558,0.0726622676050395
LOC105376035,NA,human-specific,NA,NA,NA,NA,NA,0.2515517706489014,0.216618851974461,0.368594716625862,0.169441743346381
LOC105376037,NA,human-specific,NA,NA,NA,NA,NA,0.5096528656968126,0.646510733606563,0.752693814189162,0.129754049294713
LOC105376039,NA,human-specific,NA,NA,NA,NA,NA,2.92559257960667,2.57091987633019,4.57191798248232,1.6339398800075
LOC105376040,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376041,NA,human-specific,NA,NA,NA,NA,NA,0.06081731603487644,0.0944642096596153,0.0443248835997223,0.0436628548452917
LOC105376042,NA,human-specific,NA,NA,NA,NA,NA,0.027849919784997068,0,0.0835497593549912,0
LOC105376043,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376044,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376045,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376050,NA,human-specific,NA,NA,NA,NA,NA,0.20708874749695969,0.246578689876808,0.254541459521626,0.120146093092445
LOC105376058,NA,human-specific,NA,NA,NA,NA,NA,0.020289277466332935,0.0350348271316282,0.0258330052673706,0
LOC105376063,NA,human-specific,NA,NA,NA,NA,NA,0.08474767386766525,0.0390721495510161,0.155573641718857,0.0595972303331227
LOC105376065,NA,human-specific,NA,NA,NA,NA,NA,1.1063793333645109,1.15315617158159,1.27212761395921,0.893854214552733
LOC105376067,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376070,NA,human-specific,NA,NA,NA,NA,NA,1.4224565305282582,1.94444761807879,1.57534685186959,0.747575121636395
LOC105376071,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376076,NA,human-specific,NA,NA,NA,NA,NA,0.0216385549746991,0,0,0.0649156649240973
LOC105376078,NA,human-specific,NA,NA,NA,NA,NA,0.048418410531603534,0.0815790499521072,0.0481219905941506,0.015554191048552801
LOC105376079,NA,human-specific,NA,NA,NA,NA,NA,0.9248758978524377,2.22721401051065,0.547413683046663,0
LOC105376080,NA,human-specific,NA,NA,NA,NA,NA,0.11006191145606246,0.232189925276631,0.0684822966605899,0.0295135124309665
LOC105376081,NA,human-specific,NA,NA,NA,NA,NA,0.8063683533304583,0.720232995466112,0.88510891822524,0.813763146300023
LOC105376082,NA,human-specific,NA,NA,NA,NA,NA,0.006808683246349267,0,0,0.0204260497390478
LOC105376083,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376084,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376085,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376086,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376087,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376088,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376090,NA,human-specific,NA,NA,NA,NA,NA,3.8414494939123434,3.71965079609255,6.0627940101812,1.74190367546328
LOC105376091,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376093,NA,human-specific,NA,NA,NA,NA,NA,0.636254809107038,0.825521714765359,0.490887270123367,0.592355442432388
LOC105376095,NA,human-specific,NA,NA,NA,NA,NA,1.1367005235019267,1.27271966821466,1.12406859610438,1.01331330618674
LOC105376096,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376097,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376099,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376100,NA,human-specific,NA,NA,NA,NA,NA,0.033966226739813664,0.101898680219441,0,0
LOC105376101,NA,human-specific,NA,NA,NA,NA,NA,0.025971192612673968,0.0476376330025888,0,0.0302759448354331
LOC105376103,NA,human-specific,NA,NA,NA,NA,NA,0.07232172731280433,0.216965181938413,0,0
LOC105376105,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376106,NA,human-specific,NA,NA,NA,NA,NA,1.9519754398633034,2.66297327343664,2.0420910437132,1.15086200244007
LOC105376107,NA,human-specific,NA,NA,NA,NA,NA,0.04149731719384303,0.105115218393699,0.0193767331878301,0
LOC105376110,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376118,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376119,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376121,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376123,NA,human-specific,NA,NA,NA,NA,NA,0.031199743593333135,0,0.0935992307799994,0
LOC105376126,NA,human-specific,NA,NA,NA,NA,NA,0.009822765087198933,0,0,0.0294682952615968
LOC105376127,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376131,NA,human-specific,NA,NA,NA,NA,NA,0.8520010943340983,0.506883188598975,1.6195894484622,0.42953064594112
LOC105376134,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376134_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376135,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376135_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376136,NA,human-specific,NA,NA,NA,NA,NA,0.736771612449609,0.905569277010148,0.829792257783438,0.474953302555241
LOC105376137,NA,human-specific,NA,NA,NA,NA,NA,0.011799653719558233,0,0,0.0353989611586747
LOC105376139,NA,human-specific,NA,NA,NA,NA,NA,0.1668071494471989,0.199552570176076,0.25013887983759,0.0507299983279308
LOC105376140,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376142,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376143,NA,human-specific,NA,NA,NA,NA,NA,0.317584220017259,0.952752660051777,0,0
LOC105376146,NA,human-specific,NA,NA,NA,NA,NA,0.13848140566048067,0.190853474032629,0.120622474515529,0.103968268433284
LOC105376148,NA,human-specific,NA,NA,NA,NA,NA,0.073693983372251,0,0,0.221081950116753
LOC105376154,NA,human-specific,NA,NA,NA,NA,NA,0.14965699118604534,0,0.208897402175847,0.240073571382289
LOC105376155,NA,human-specific,NA,NA,NA,NA,NA,0.42268479494732897,0.298512582783847,0.495245016124462,0.474296785933678
LOC105376156,NA,human-specific,NA,NA,NA,NA,NA,0.9877408982602603,1.01551726904112,1.15439051295333,0.793314912786331
LOC105376157,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376158,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376159,NA,human-specific,NA,NA,NA,NA,NA,0.0823106572954998,0.169406136459651,0.0416373265669342,0.0358885088599142
LOC105376161,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376163,NA,human-specific,NA,NA,NA,NA,NA,5.189561528874983,7.85160023464356,5.48468938339283,2.23239496858856
LOC105376166,NA,human-specific,NA,NA,NA,NA,NA,0.0698203275939131,0.111336601693997,0.0273647610438821,0.0707596200438602
LOC105376168,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376174,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376176,NA,human-specific,NA,NA,NA,NA,NA,2.60216954130109,3.33541206745473,2.56259985425087,1.90849670219767
LOC105376177,NA,human-specific,NA,NA,NA,NA,NA,0.1960052703369949,0.383658789282595,0.155590399174672,0.0487666225537178
LOC105376179,NA,human-specific,NA,NA,NA,NA,NA,0.04156880297771134,0,0,0.124706408933134
LOC105376180,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376181,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376182,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376182_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376183,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376183_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376184,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376186,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376187,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376188,NA,human-specific,NA,NA,NA,NA,NA,0.014474555299808666,0,0,0.043423665899426
LOC105376190,NA,human-specific,NA,NA,NA,NA,NA,0.061163524920067,0,0,0.183490574760201
LOC105376191,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376192,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376193,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376194,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376195,NA,human-specific,NA,NA,NA,NA,NA,0.05914656968764267,0.177439709062928,0,0
LOC105376196,NA,human-specific,NA,NA,NA,NA,NA,0.9818832604753592,1.63426304999947,0.56485658479949,0.746530146627118
LOC105376197,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376204,NA,human-specific,NA,NA,NA,NA,NA,0.44049241135174605,0.533087797886113,0.384710171696683,0.403679264472442
LOC105376205,NA,human-specific,NA,NA,NA,NA,NA,0.05758900985243113,0.0840664111810391,0.0619865494038133,0.026714068972441
LOC105376206,NA,human-specific,NA,NA,NA,NA,NA,0.34183039752024597,0.202354547267634,0.373016403491974,0.45012024180113003
LOC105376207,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376208,NA,human-specific,NA,NA,NA,NA,NA,0.014871269407676033,0.0446138082230281,0,0
LOC105376209,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376212,NA,human-specific,NA,NA,NA,NA,NA,0.07736117162343643,0.0589078501706552,0.135736969497401,0.0374386952022531
LOC105376213,NA,human-specific,NA,NA,NA,NA,NA,0.03042808526174187,0,0,0.0912842557852256
LOC105376214,NA,human-specific,NA,NA,NA,NA,NA,0.13197634016771298,0.167196149256997,0.117411848452906,0.111321022793236
LOC105376216,NA,human-specific,NA,NA,NA,NA,NA,0.5361002977677333,0.518984300364451,0.722829029362558,0.366487563576191
LOC105376217,NA,human-specific,NA,NA,NA,NA,NA,0.4932129931049786,0.6680402624737,0.387027871068885,0.424570845772351
LOC105376218,NA,human-specific,NA,NA,NA,NA,NA,0.035209503010525195,0.0392572917040906,0.0289464486170949,0.0374247687103901
LOC105376219,NA,human-specific,NA,NA,NA,NA,NA,0.13769704478000933,0.252570660985743,0,0.160520473354285
LOC105376222,NA,human-specific,NA,NA,NA,NA,NA,0.018376069588718406,0.0355858812270335,0.0104957304767413,0.00904659706238042
LOC105376223,NA,human-specific,NA,NA,NA,NA,NA,0.15693124218531299,0.209419434602855,0.140378064813254,0.12099622713983
LOC105376224,NA,human-specific,NA,NA,NA,NA,NA,0.3812333974474729,0.667745553903098,0.373517231101389,0.102437407337932
LOC105376225,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376229,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376231,NA,human-specific,NA,NA,NA,NA,NA,0.0647453174847976,0.0604709022599858,0.133765050194407,0
LOC105376232,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376233,NA,human-specific,NA,NA,NA,NA,NA,0.38023235049516363,0.519683269119151,0.510919437510219,0.110094344856121
LOC105376234,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376235,NA,human-specific,NA,NA,NA,NA,NA,0.05455125195573534,0,0,0.163653755867206
LOC105376236,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376237,NA,human-specific,NA,NA,NA,NA,NA,0.218187632072926,0.654562896218778,0,0
LOC105376238,NA,human-specific,NA,NA,NA,NA,NA,0.2175568796343413,0.242567862530863,0.178857936044949,0.231244840327212
LOC105376239,NA,human-specific,NA,NA,NA,NA,NA,0.19747520062302035,0.137196383047456,0.455229218821605,0
LOC105376240,NA,human-specific,NA,NA,NA,NA,NA,0.3954727317790656,0.499986818686064,0.368666357970202,0.317765018680931
LOC105376242,NA,human-specific,NA,NA,NA,NA,NA,0.004654853786357434,0,0,0.0139645613590723
LOC105376243,NA,human-specific,NA,NA,NA,NA,NA,0.1657838056668019,0.352785955924303,0.0918097004722502,0.0527557606038525
LOC105376244,NA,human-specific,NA,NA,NA,NA,NA,0.251226442275671,0.450409039207696,0.17815176233148,0.125118525287837
LOC105376246,NA,human-specific,NA,NA,NA,NA,NA,0.12111262627776832,0.363337878833305,0,0
LOC105376247,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376248,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376249,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376250,NA,human-specific,NA,NA,NA,NA,NA,0.023409235697499867,0,0,0.0702277070924996
LOC105376253,NA,human-specific,NA,NA,NA,NA,NA,0.39997156144517,0.569752421293421,0.630162263042089,0
LOC105376257,NA,human-specific,NA,NA,NA,NA,NA,1.5005046589221067,2.02735117345784,1.80064097838267,0.67352182492581
LOC105376265,NA,human-specific,NA,NA,NA,NA,NA,0.07863881775437166,0,0,0.235916453263115
LOC105376266,NA,human-specific,NA,NA,NA,NA,NA,0.6373641431899133,0.866972810543023,0.565335748741017,0.4797838702857
LOC105376267,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376270,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376271,NA,human-specific,NA,NA,NA,NA,NA,0.26694553536432936,0,0.430110750965235,0.370725855127753
LOC105376272,NA,human-specific,NA,NA,NA,NA,NA,0.921060644878616,1.45272017236392,0.789641859803139,0.520819902468789
LOC105376273,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376274,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376275,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376276,NA,human-specific,NA,NA,NA,NA,NA,0.0228384780370515,0,0.0478805606905639,0.0206348734205906
LOC105376278,NA,human-specific,NA,NA,NA,NA,NA,1.3612129073486354,1.79421574748771,1.78818866134799,0.501234313210206
LOC105376279,NA,human-specific,NA,NA,NA,NA,NA,0.8933370860707397,0.838135798692165,1.1726177315789,0.669257727941154
LOC105376281,NA,human-specific,NA,NA,NA,NA,NA,3.06193615296062,3.99770921281969,4.00705619675425,1.18104304930792
LOC105376286,NA,human-specific,NA,NA,NA,NA,NA,0.7383002559206493,0.60599109119901,0.893657673383599,0.715252003179339
LOC105376289,NA,human-specific,NA,NA,NA,NA,NA,0.1970351885296838,0.437302538400306,0.107481989616472,0.0463210375722734
LOC105376291,NA,human-specific,NA,NA,NA,NA,NA,0.05003435959838474,0,0.104896359007697,0.0452067197874572
LOC105376292,NA,human-specific,NA,NA,NA,NA,NA,0.28686939103106135,0.625895908063211,0.115376424072791,0.119335840957182
LOC105376299,NA,human-specific,NA,NA,NA,NA,NA,0.0160190184314461,0,0,0.0480570552943383
LOC105376300,NA,human-specific,NA,NA,NA,NA,NA,0.08726884802193201,0,0.261806544065796,0
LOC105376301,NA,human-specific,NA,NA,NA,NA,NA,0.7591646109011663,1.11889102426009,0.900018226219069,0.25858458222434
LOC105376302,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376304,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376306,NA,human-specific,NA,NA,NA,NA,NA,0.321078841949553,0.620236813053598,0.342999712795061,0
LOC105376311,NA,human-specific,NA,NA,NA,NA,NA,0.03631894563469353,0.0176835923705217,0.0912732445335589,0
LOC105376313,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376314,NA,human-specific,NA,NA,NA,NA,NA,0.025840066715874663,0,0,0.077520200147624
LOC105376316,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376317,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376318,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376325,NA,human-specific,NA,NA,NA,NA,NA,0.3204710868026383,0.322967003407382,0.535815935524488,0.102630321476045
LOC105376326,NA,human-specific,NA,NA,NA,NA,NA,0.31150280631246097,0.601738522137964,0.332769896799419,0
LOC105376327,NA,human-specific,NA,NA,NA,NA,NA,0.110720193085507,0.191187824759554,0.140972754496967,0
LOC105376328,NA,human-specific,NA,NA,NA,NA,NA,6.599424305829334,4.83539883860864,13.1087570060628,1.85411707281656
LOC105376332,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376333,NA,human-specific,NA,NA,NA,NA,NA,0.0317121033101225,0,0.0664839962059828,0.0286523137243847
LOC105376335,NA,human-specific,NA,NA,NA,NA,NA,0.03923448574786167,0,0,0.117703457243585
LOC105376342,NA,human-specific,NA,NA,NA,NA,NA,1.5860353630428634,2.42813177925817,1.22769476489106,1.10227954497936
LOC105376344,NA,human-specific,NA,NA,NA,NA,NA,0.5104032107420233,1.53120963222607,0,0
LOC105376345,NA,human-specific,NA,NA,NA,NA,NA,0.09946335284442599,0,0.176609721765055,0.121780336768223
LOC105376346,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376349,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376350,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376352,NA,human-specific,NA,NA,NA,NA,NA,0.7600360595203499,0.716449889484845,1.08435573231473,0.479302556761475
LOC105376353,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376356,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376357,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
LOC105376358,NA,human-specific,NA,NA,NA,NA,NA,0.0252871675296632,0,0.0330854423819412,0.0427760602070484
